Temperature,Vibration,Current,RPM,Status
49.1,3.64,2.69,1568,Fault
60.48,1.51,3.6,1185,Fault
48.67,0.4,2.76,1226,Warning
26.8,2.54,2.38,1205,Fault
35.63,2.75,3.0,969,Fault
55.09,2.68,3.74,864,Fault
65.98,3.64,3.82,864,Fault
34.63,1.47,1.6,1331,Warning
46.11,2.87,1.14,1378,Fault
66.41,2.33,3.04,1022,Fault
53.78,3.51,1.38,1263,Fault
38.81,3.88,3.9,1438,Fault
61.25,3.28,3.48,1639,Fault
36.99,0.79,3.78,824,Fault
55.02,0.32,4.44,1123,Fault
68.62,1.63,2.77,1148,Fault
76.44,1.84,2.14,1357,Fault
68.38,1.37,4.38,1395,Fault
79.49,0.99,2.95,1679,Fault
52.5,0.21,1.48,884,Warning
64.5,0.52,0.73,1690,Fault
30.26,0.61,2.3,1707,Warning
44.8,1.21,4.04,1423,Fault
66.32,0.76,4.07,1563,Fault
74.7,0.15,1.83,1753,Fault
58.21,3.27,2.74,1109,Fault
66.4,2.22,1.6,1168,Fault
31.04,2.57,3.36,1547,Fault
69.51,3.93,2.86,1135,Fault
68.36,2.71,3.36,1702,Fault
34.65,2.46,1.1,1117,Warning
61.55,1.51,4.16,1495,Fault
26.45,0.98,3.9,1546,Fault
62.94,3.12,0.55,939,Fault
40.64,0.92,2.38,1209,Warning
29.67,1.54,3.63,1592,Fault
60.0,1.88,1.84,1024,Fault
58.74,0.43,4.47,1607,Fault
32.13,1.4,2.63,854,Warning
45.67,2.14,1.32,913,Warning
45.1,1.27,0.7,1228,Warning
39.27,3.3,1.85,1003,Fault
26.72,1.52,2.1,1542,Warning
74.87,2.3,2.61,1371,Fault
40.03,0.58,0.81,941,Healthy
39.55,1.48,4.14,1674,Fault
72.85,0.23,1.56,1061,Fault
55.19,0.14,2.76,1135,Warning
68.8,2.27,2.56,1092,Fault
64.48,1.8,2.51,1373,Fault
73.61,0.71,4.42,1040,Fault
78.97,2.7,4.44,1625,Fault
50.06,1.46,3.45,974,Fault
66.68,0.79,2.02,1496,Fault
58.51,3.17,3.62,1040,Fault
37.69,3.37,4.22,1395,Fault
56.95,1.44,2.3,1441,Warning
61.61,3.02,1.21,1123,Fault
27.77,1.54,1.54,1411,Warning
32.45,0.7,2.09,1791,Warning
76.48,2.28,3.35,1799,Fault
44.47,1.92,1.37,1800,Warning
33.74,3.91,3.97,952,Fault
50.5,3.72,1.96,1022,Fault
35.49,1.48,2.5,966,Warning
79.75,1.19,3.09,1168,Fault
46.48,2.48,4.19,1580,Fault
54.51,0.42,3.95,1532,Fault
66.6,0.59,0.7,1299,Fault
45.61,3.81,0.92,844,Fault
42.9,2.19,4.0,884,Fault
46.82,1.82,2.67,817,Warning
73.01,0.39,2.13,1527,Fault
74.27,3.86,2.2,1633,Fault
37.37,3.75,2.64,1531,Fault
70.75,3.19,2.85,1685,Fault
76.95,1.97,0.74,1303,Fault
53.73,2.95,2.32,1158,Fault
65.78,1.98,3.86,1471,Fault
36.82,1.69,3.94,1550,Fault
61.36,3.34,3.49,1383,Fault
34.65,3.88,2.55,1579,Fault
42.29,1.61,1.99,1112,Warning
64.03,0.46,2.43,1029,Fault
61.71,0.61,0.95,1068,Fault
76.93,2.48,2.46,837,Fault
34.41,0.91,4.01,1175,Fault
29.19,2.21,2.34,1178,Warning
35.28,1.06,1.86,1122,Warning
55.29,1.46,1.36,1530,Warning
26.03,0.19,2.74,1427,Warning
62.72,3.71,3.01,909,Fault
70.41,0.67,1.36,941,Fault
68.67,1.7,4.24,1670,Fault
75.03,2.43,1.89,1374,Fault
65.71,1.71,4.39,1488,Fault
43.92,3.8,4.16,1458,Fault
72.0,0.41,2.97,950,Fault
31.69,1.07,3.6,1002,Fault
42.9,1.83,2.49,1255,Warning
31.06,1.64,4.35,1664,Fault
59.28,1.62,0.51,1201,Warning
66.77,0.39,1.15,950,Fault
58.93,2.53,2.92,1058,Fault
43.12,2.23,0.65,916,Warning
43.34,2.51,1.65,1153,Fault
44.61,2.44,1.58,865,Warning
64.81,2.76,2.38,978,Fault
49.76,0.15,3.94,1553,Fault
38.83,1.73,1.09,1582,Warning
62.92,1.19,1.38,1331,Fault
68.06,3.95,1.12,1291,Fault
48.48,0.36,3.38,811,Fault
52.37,1.51,3.49,1792,Fault
47.8,0.95,3.71,1103,Fault
69.92,2.17,4.21,829,Fault
43.92,2.39,1.17,1265,Warning
74.86,1.82,2.8,1451,Fault
38.15,3.38,1.76,1502,Fault
60.07,1.12,3.57,970,Fault
45.2,2.65,4.38,1173,Fault
33.16,3.29,2.88,1547,Fault
49.86,3.5,2.75,1727,Fault
48.89,3.87,2.62,918,Fault
67.11,2.84,2.88,956,Fault
58.06,1.69,0.6,857,Warning
48.13,3.9,3.47,917,Fault
72.61,0.52,2.02,803,Fault
59.4,0.48,3.64,1106,Fault
45.67,2.53,0.86,1231,Fault
58.97,1.53,4.27,1371,Fault
78.92,0.32,3.57,1144,Fault
33.83,3.99,1.73,884,Fault
36.87,1.29,1.96,903,Warning
26.18,3.45,1.82,1560,Fault
34.04,0.7,2.43,1371,Warning
35.14,1.27,2.59,1158,Warning
54.5,3.82,2.3,1638,Fault
67.91,2.1,1.87,1439,Fault
55.31,1.21,4.26,1043,Fault
45.42,2.78,3.05,1223,Fault
75.71,2.89,1.08,1470,Fault
77.64,2.75,0.64,1450,Fault
65.44,2.49,0.81,820,Fault
56.74,3.24,1.05,1050,Fault
69.43,2.26,0.84,1075,Fault
54.79,0.95,1.03,838,Warning
75.75,0.33,1.88,1130,Fault
78.44,2.45,4.07,1109,Fault
43.02,2.61,3.48,1661,Fault
68.06,2.25,3.65,871,Fault
74.97,3.96,2.44,1297,Fault
69.01,1.27,1.3,1407,Fault
60.5,0.32,3.3,844,Fault
62.85,1.21,4.33,1302,Fault
30.77,3.22,3.55,1246,Fault
56.63,3.89,3.08,1671,Fault
42.58,0.68,2.08,1019,Warning
70.42,3.94,3.8,1710,Fault
75.02,2.3,2.68,1217,Fault
61.8,1.61,0.58,1289,Fault
52.94,2.46,1.12,1261,Warning
74.99,1.78,2.8,1493,Fault
47.27,0.76,1.63,1648,Warning
60.77,0.31,1.8,1136,Fault
57.5,3.97,2.96,1306,Fault
38.72,0.35,1.39,1393,Healthy
38.94,3.58,3.23,1418,Fault
60.97,3.52,3.14,1124,Fault
56.8,3.52,1.47,1103,Fault
47.17,2.39,2.25,1497,Warning
63.11,1.55,3.54,1013,Fault
52.3,3.17,0.69,1358,Fault
49.41,3.32,3.69,1102,Fault
67.48,2.85,1.59,1664,Fault
78.88,1.25,1.18,1294,Fault
44.7,0.72,3.71,1080,Fault
32.06,3.4,1.01,1508,Fault
78.84,1.88,2.49,1169,Fault
77.39,1.31,3.03,1697,Fault
63.67,0.22,0.73,1488,Fault
34.74,1.86,3.58,1391,Fault
69.72,0.36,1.94,1331,Fault
30.58,0.91,1.26,1573,Healthy
75.95,3.19,3.66,1756,Fault
35.78,3.73,2.08,979,Fault
71.55,3.76,4.04,1565,Fault
76.78,3.51,1.81,1788,Fault
38.85,3.91,2.56,1368,Fault
34.55,2.47,1.68,801,Warning
74.28,3.36,0.94,1553,Fault
73.86,1.49,1.79,1254,Fault
74.93,0.62,3.77,1128,Fault
28.78,2.11,3.21,1602,Fault
51.73,3.96,1.43,899,Fault
60.16,2.18,3.35,1305,Fault
25.99,1.75,2.76,1752,Warning
35.1,0.12,4.02,937,Fault
29.0,0.47,4.11,1083,Fault
49.6,1.2,3.32,1431,Fault
47.8,1.94,3.7,934,Fault
31.12,3.97,3.59,1456,Fault
69.63,0.67,1.92,1034,Fault
77.18,1.17,4.37,1162,Fault
37.09,2.77,4.39,845,Fault
29.44,1.17,3.43,877,Fault
48.98,2.89,2.53,1365,Fault
76.72,0.17,2.61,1567,Fault
30.03,2.43,2.53,1451,Warning
48.54,1.81,2.6,824,Warning
55.8,0.19,1.9,967,Warning
46.42,2.47,2.38,1664,Warning
78.01,1.87,2.42,883,Fault
53.85,0.8,2.58,1719,Warning
60.08,0.88,3.24,1529,Fault
63.21,3.68,3.99,1394,Fault
59.08,3.05,3.86,1114,Fault
53.87,3.68,1.78,1556,Fault
49.22,2.1,2.92,1122,Warning
64.44,2.71,3.5,1060,Fault
39.15,0.91,2.18,994,Warning
39.04,0.45,1.64,1647,Healthy
49.06,0.71,1.39,1335,Warning
35.63,1.3,3.56,1148,Fault
42.5,2.23,1.67,832,Warning
72.04,2.76,2.51,1279,Fault
49.24,2.49,2.06,927,Warning
49.31,2.61,3.76,1537,Fault
39.09,0.17,4.37,1329,Fault
66.56,3.47,0.57,1729,Fault
46.69,1.72,4.02,841,Fault
30.9,2.21,3.96,1040,Fault
78.74,3.91,2.16,961,Fault
53.87,1.22,1.99,1303,Warning
27.66,3.73,1.09,1045,Fault
48.66,1.9,2.46,1658,Warning
39.36,1.4,2.51,1313,Warning
73.33,1.67,2.73,1433,Fault
56.37,0.95,3.28,843,Fault
41.35,0.32,0.72,1782,Healthy
44.4,2.1,3.7,1520,Fault
39.16,0.44,2.09,1389,Warning
43.31,1.0,1.11,1129,Warning
52.15,3.48,1.53,1438,Fault
71.89,2.35,4.17,1708,Fault
64.53,0.16,3.59,1563,Fault
44.98,3.4,2.27,1610,Fault
31.21,3.69,1.25,816,Fault
58.16,2.54,2.39,1552,Fault
72.99,1.16,2.39,842,Fault
53.77,1.58,1.46,1676,Warning
76.76,3.18,3.34,1467,Fault
67.14,3.08,1.98,1173,Fault
63.02,0.97,3.23,1400,Fault
30.74,1.55,1.55,1691,Warning
35.86,1.13,4.36,1531,Fault
73.29,2.38,3.84,983,Fault
60.69,0.2,3.41,1563,Fault
38.32,1.88,1.99,1411,Warning
60.03,3.94,3.48,1710,Fault
59.72,1.17,3.79,1673,Fault
72.71,3.57,3.61,1279,Fault
60.59,1.06,1.0,846,Fault
67.99,2.89,3.65,1407,Fault
34.37,1.41,4.29,1572,Fault
31.51,2.31,0.74,1339,Warning
64.63,0.53,3.15,1465,Fault
62.01,2.0,1.83,1320,Fault
74.28,2.09,4.02,957,Fault
62.95,2.97,1.24,1237,Fault
72.16,2.04,4.16,916,Fault
44.04,1.43,2.66,1431,Warning
49.07,3.61,2.89,1207,Fault
64.62,3.2,1.39,857,Fault
77.35,1.75,4.19,1325,Fault
51.8,0.6,3.39,1791,Fault
33.92,0.21,4.41,1330,Fault
79.35,1.17,2.67,1644,Fault
65.19,1.91,0.62,1546,Fault
76.58,3.49,3.42,1629,Fault
54.96,2.11,1.66,1188,Warning
75.25,2.32,2.86,1158,Fault
71.13,0.52,2.67,1332,Fault
57.08,3.83,2.42,1278,Fault
66.76,0.4,3.92,1380,Fault
74.48,0.46,1.92,866,Fault
31.83,2.2,2.18,1581,Warning
70.41,1.47,4.2,1191,Fault
59.04,1.24,0.84,1420,Warning
47.89,1.17,3.04,1686,Fault
64.67,0.36,1.59,1721,Fault
57.12,3.35,3.15,1511,Fault
49.67,0.91,0.81,1454,Warning
37.17,0.49,3.91,858,Fault
52.39,1.33,2.12,1790,Warning
78.77,3.68,1.76,1774,Fault
76.97,2.41,1.9,1355,Fault
41.75,3.01,2.45,1751,Fault
51.93,2.97,3.26,1534,Fault
31.3,3.34,1.55,1530,Fault
72.48,2.33,0.65,1301,Fault
52.32,0.54,2.5,1530,Warning
68.62,1.37,2.99,817,Fault
36.6,1.5,2.8,1685,Warning
37.86,2.83,0.79,1387,Fault
37.62,3.19,3.94,959,Fault
71.4,2.18,3.13,1022,Fault
38.49,3.02,3.64,1498,Fault
28.53,2.3,0.67,900,Warning
41.53,1.26,3.89,889,Fault
54.11,1.12,4.26,1321,Fault
37.5,1.11,1.01,1537,Warning
51.39,3.76,3.13,1225,Fault
49.25,0.92,2.84,1722,Warning
58.76,1.71,0.95,1162,Warning
62.81,0.81,0.77,1391,Fault
49.43,1.79,4.08,874,Fault
54.44,3.34,2.89,1190,Fault
28.06,2.77,4.46,1275,Fault
35.09,1.32,1.04,1721,Warning
72.88,2.89,3.13,1318,Fault
44.68,1.03,4.17,1075,Fault
45.2,0.84,2.66,1650,Warning
67.09,3.79,3.89,1148,Fault
36.98,0.18,4.41,894,Fault
66.51,0.8,2.2,922,Fault
56.46,1.66,1.15,1799,Warning
33.63,0.59,2.09,1608,Warning
59.52,2.93,2.05,1531,Fault
38.64,2.76,1.63,1046,Fault
61.29,2.22,1.33,1231,Fault
39.72,1.6,1.08,1176,Warning
34.82,1.78,2.73,1211,Warning
71.29,3.37,2.05,1322,Fault
71.65,2.36,0.7,1671,Fault
47.85,0.65,1.45,1405,Warning
72.37,2.66,3.18,844,Fault
62.55,0.33,3.91,1472,Fault
33.21,2.17,4.14,1164,Fault
64.55,3.79,3.0,1243,Fault
41.66,0.82,2.09,1272,Warning
50.1,3.43,0.84,1584,Fault
70.89,0.27,0.83,1239,Fault
54.07,1.48,1.21,1438,Warning
49.54,1.95,0.52,967,Warning
39.81,0.11,2.79,1743,Warning
36.88,1.96,4.47,858,Fault
79.64,0.2,3.61,943,Fault
66.61,2.7,3.92,1197,Fault
42.41,0.71,2.71,1732,Warning
39.1,1.1,2.72,1203,Warning
27.66,3.67,1.96,939,Fault
66.13,3.55,0.82,1395,Fault
29.65,1.55,1.5,961,Warning
67.28,2.01,2.78,1646,Fault
40.96,2.95,3.52,1503,Fault
66.98,1.62,2.07,1688,Fault
31.56,1.4,2.11,1235,Warning
66.46,3.02,2.87,1364,Fault
31.2,0.91,4.28,956,Fault
78.21,3.44,3.97,1384,Fault
50.76,1.24,1.3,1260,Warning
71.4,1.45,1.51,1003,Fault
62.28,0.7,2.55,1347,Fault
29.12,0.67,1.42,1445,Healthy
41.98,2.87,3.2,834,Fault
69.75,0.84,3.95,829,Fault
27.48,0.65,3.68,1674,Fault
27.04,1.57,1.38,1158,Warning
32.24,2.91,3.63,1748,Fault
45.42,1.54,4.35,1794,Fault
32.65,1.31,0.58,1583,Warning
56.69,1.81,3.31,1719,Fault
63.62,3.22,1.71,992,Fault
73.66,1.46,2.97,1711,Fault
59.71,3.57,2.58,885,Fault
78.49,2.65,3.83,1050,Fault
28.23,2.51,3.37,1663,Fault
53.74,0.86,1.07,1417,Warning
76.68,3.11,1.62,1161,Fault
75.95,2.35,2.26,1504,Fault
29.28,2.41,0.92,1304,Warning
65.62,3.23,1.67,969,Fault
50.3,0.36,3.53,1107,Fault
68.35,3.42,4.0,935,Fault
27.97,1.77,1.15,1512,Warning
31.17,3.29,2.03,1435,Fault
25.97,3.37,1.35,1127,Fault
40.75,1.44,3.48,1186,Fault
65.6,0.23,1.55,1601,Fault
71.59,1.27,3.99,1285,Fault
63.32,1.98,3.73,1513,Fault
40.99,3.16,1.89,1002,Fault
30.48,3.49,2.17,870,Fault
57.44,0.62,1.17,1621,Warning
70.55,1.4,3.21,1698,Fault
47.98,1.01,3.07,1152,Fault
51.1,3.3,3.05,879,Fault
55.4,3.75,1.85,1498,Fault
45.91,2.8,3.97,854,Fault
26.16,0.42,3.29,1324,Fault
35.65,0.88,2.49,1645,Warning
67.97,3.99,2.96,1609,Fault
33.92,0.58,4.16,945,Fault
71.41,0.23,3.21,1261,Fault
73.85,3.26,4.26,1756,Fault
38.76,0.73,4.42,1327,Fault
68.87,2.32,3.26,1285,Fault
77.72,2.2,4.22,1599,Fault
50.71,3.02,3.99,1070,Fault
76.61,0.35,3.48,912,Fault
61.62,3.15,1.1,1289,Fault
38.83,0.92,2.81,1714,Warning
28.79,3.74,2.73,882,Fault
32.29,1.12,3.2,1686,Fault
61.61,0.34,4.35,1549,Fault
25.42,3.52,0.78,1358,Fault
51.76,3.1,2.05,1014,Fault
53.95,2.19,1.97,1653,Warning
66.05,0.95,2.95,1273,Fault
31.55,2.65,1.05,819,Fault
67.83,1.6,2.82,1741,Fault
60.22,2.96,1.15,1251,Fault
27.52,0.17,1.91,1183,Healthy
39.45,1.52,0.95,941,Warning
47.52,3.61,1.21,1177,Fault
72.88,1.66,4.45,1122,Fault
54.1,0.19,3.29,1765,Fault
38.3,0.14,1.53,1466,Healthy
51.62,2.97,4.23,1085,Fault
43.57,3.0,4.34,1182,Fault
29.09,0.65,1.49,1480,Healthy
59.45,1.73,1.45,1095,Warning
26.43,1.19,2.1,1667,Warning
27.13,3.84,3.88,1634,Fault
42.72,2.03,0.93,816,Warning
54.13,2.99,4.16,1730,Fault
25.54,0.69,2.04,1597,Warning
74.92,3.49,3.32,828,Fault
66.94,3.93,1.87,1066,Fault
48.76,3.95,1.63,1348,Fault
41.45,3.21,3.19,1459,Fault
28.7,0.84,3.02,1348,Fault
47.87,3.33,1.05,1251,Fault
68.63,1.63,1.28,1715,Fault
55.94,2.86,3.09,814,Fault
47.59,1.11,1.5,818,Warning
32.2,1.92,3.85,1161,Fault
33.95,3.5,1.95,1543,Fault
78.6,1.78,3.12,1524,Fault
79.86,1.79,3.99,955,Fault
50.33,0.37,2.01,1223,Warning
66.95,3.14,4.48,1744,Fault
43.37,1.07,2.36,973,Warning
66.26,3.67,1.29,1302,Fault
49.31,3.39,2.74,915,Fault
39.4,3.93,3.3,1773,Fault
58.33,3.47,2.67,1244,Fault
56.23,2.58,2.96,1033,Fault
67.21,1.0,3.6,1644,Fault
56.93,1.64,4.06,1052,Fault
55.86,1.99,3.14,1715,Fault
70.61,2.85,1.54,960,Fault
58.74,0.73,0.68,1245,Warning
76.1,1.85,3.53,1587,Fault
62.37,3.58,2.08,1038,Fault
61.6,1.04,3.44,832,Fault
47.26,3.29,4.13,1097,Fault
37.87,3.77,3.73,1680,Fault
46.87,3.91,3.22,1526,Fault
45.75,2.57,2.23,836,Fault
25.27,0.46,3.02,1450,Fault
37.65,3.68,2.11,1644,Fault
70.93,0.54,2.43,1407,Fault
63.29,2.66,1.36,1367,Fault
57.41,2.81,1.54,856,Fault
51.48,0.59,3.68,1505,Fault
61.71,1.21,3.69,931,Fault
32.73,2.43,0.54,1187,Warning
62.71,0.11,1.84,1712,Fault
40.43,1.18,4.04,872,Fault
47.22,3.3,1.93,1264,Fault
69.14,0.29,3.22,1619,Fault
67.98,2.55,0.63,1570,Fault
57.64,1.62,1.85,907,Warning
55.15,2.81,4.15,1709,Fault
68.94,2.63,1.42,852,Fault
58.47,2.17,2.72,1441,Warning
33.73,2.42,3.54,972,Fault
25.55,3.54,3.93,886,Fault
65.75,1.05,2.07,1704,Fault
75.22,2.07,1.15,1304,Fault
31.26,3.16,4.4,1760,Fault
55.03,2.54,1.09,1412,Fault
56.09,1.79,2.23,1262,Warning
53.94,1.39,1.2,1194,Warning
34.09,3.77,0.57,1245,Fault
58.73,1.19,4.27,1073,Fault
28.15,2.89,0.77,1783,Fault
28.35,1.34,3.22,869,Fault
55.29,3.98,1.34,1746,Fault
72.12,2.47,1.33,977,Fault
63.56,2.54,1.36,1048,Fault
34.17,2.18,1.41,977,Warning
37.5,1.58,0.92,1682,Warning
34.22,3.86,3.97,1483,Fault
69.85,3.76,3.32,1557,Fault
35.41,2.24,2.95,1543,Warning
68.74,0.89,1.83,1295,Fault
65.37,0.17,0.9,1081,Fault
73.37,1.45,3.7,1373,Fault
26.24,1.75,2.97,1774,Warning
78.82,1.51,1.87,1420,Fault
78.82,2.44,2.68,902,Fault
33.88,2.16,0.9,1406,Warning
78.41,0.32,0.73,1028,Fault
69.49,1.45,2.01,977,Fault
63.82,2.92,1.27,1708,Fault
61.86,1.57,2.01,1047,Fault
69.56,1.35,0.73,1387,Fault
26.98,1.52,2.7,1727,Warning
65.49,3.58,1.67,1355,Fault
73.82,3.59,2.76,1658,Fault
51.25,3.17,3.38,1313,Fault
48.18,0.77,2.68,1435,Warning
41.7,0.2,0.93,802,Healthy
34.32,3.06,3.28,1572,Fault
30.63,0.63,0.63,1329,Healthy
72.52,0.55,2.98,1043,Fault
32.62,2.35,1.25,1478,Warning
29.35,3.74,4.43,925,Fault
73.05,1.87,3.83,1470,Fault
31.89,2.39,2.12,1388,Warning
75.22,0.86,3.99,1719,Fault
62.28,0.36,4.23,831,Fault
41.32,3.42,2.17,1744,Fault
66.56,3.43,4.17,1141,Fault
56.98,2.12,2.37,901,Warning
52.34,1.92,2.65,860,Warning
25.26,2.34,0.98,1770,Warning
55.93,0.93,0.63,1622,Warning
50.46,1.19,4.12,982,Fault
59.36,3.23,1.38,1547,Fault
32.08,3.97,0.9,949,Fault
72.59,0.7,1.87,1567,Fault
32.96,0.4,1.19,1495,Healthy
29.15,0.81,2.04,1123,Warning
67.5,2.33,3.87,1715,Fault
71.33,3.81,2.14,858,Fault
29.84,1.81,1.21,1110,Warning
79.91,0.1,4.47,925,Fault
54.52,1.43,4.4,958,Fault
62.34,3.32,2.07,1592,Fault
78.24,0.36,1.96,814,Fault
62.52,3.32,2.56,1033,Fault
73.28,2.7,2.83,1054,Fault
55.24,1.36,0.94,1419,Warning
55.86,3.11,2.11,1377,Fault
58.93,2.39,1.07,1421,Warning
29.44,1.77,2.48,1465,Warning
53.95,3.6,2.41,1188,Fault
37.94,3.84,4.49,1221,Fault
36.99,3.84,0.61,823,Fault
68.93,3.02,2.34,1267,Fault
69.28,1.37,1.93,968,Fault
45.25,1.84,1.3,1678,Warning
66.15,2.67,2.79,1702,Fault
74.91,0.99,3.99,1798,Fault
62.05,0.23,2.5,1432,Fault
53.24,1.53,1.85,1695,Warning
68.47,3.94,3.24,907,Fault
32.26,3.78,1.75,1318,Fault
34.99,0.85,0.68,1785,Healthy
32.41,1.3,2.76,933,Warning
60.56,2.77,3.09,1495,Fault
26.3,2.32,3.83,1296,Fault
47.45,2.02,3.37,1540,Fault
67.26,3.64,3.69,922,Fault
42.04,1.79,1.55,1262,Warning
46.31,0.83,2.21,1514,Warning
34.6,3.37,0.79,1704,Fault
66.09,3.66,3.23,1011,Fault
34.4,2.49,3.61,1621,Fault
45.97,1.49,3.67,1413,Fault
25.75,3.83,1.84,1371,Fault
42.62,2.38,3.33,1463,Fault
47.66,0.94,0.85,948,Warning
77.17,3.68,2.58,1505,Fault
71.15,0.39,1.06,1535,Fault
31.49,0.78,3.3,1030,Fault
29.76,0.26,4.08,1542,Fault
47.79,3.66,1.75,887,Fault
73.73,3.74,3.94,1560,Fault
61.13,2.01,3.42,880,Fault
35.71,2.39,3.65,1022,Fault
34.95,0.15,4.47,1604,Fault
59.77,0.55,2.16,1294,Warning
49.51,2.46,2.33,1004,Warning
72.98,2.66,3.93,1728,Fault
78.27,0.17,2.44,1750,Fault
64.1,3.86,3.98,1006,Fault
40.25,3.64,1.75,971,Fault
34.84,0.37,1.7,1086,Healthy
37.09,1.78,3.65,1563,Fault
78.17,1.82,1.53,996,Fault
54.79,2.98,1.92,840,Fault
44.6,0.5,4.25,1323,Fault
74.19,2.29,1.67,1010,Fault
77.71,1.49,2.71,1777,Fault
50.33,0.23,3.18,1052,Fault
64.24,3.28,0.7,1273,Fault
59.03,0.32,1.06,1312,Warning
62.2,1.2,3.31,1568,Fault
75.38,3.86,1.8,1418,Fault
61.7,1.29,2.05,1771,Fault
56.8,0.53,2.84,1673,Warning
55.29,1.76,1.03,1336,Warning
48.74,3.52,0.73,920,Fault
42.93,2.01,2.95,864,Warning
79.1,0.21,1.1,1369,Fault
42.79,2.13,1.25,1619,Warning
28.15,0.33,3.37,1510,Fault
58.82,1.59,2.08,1511,Warning
37.09,2.53,4.48,1136,Fault
70.2,3.81,1.12,947,Fault
70.44,3.88,2.39,1253,Fault
78.5,2.48,1.57,1461,Fault
74.16,1.79,2.29,871,Fault
61.33,0.92,1.17,1239,Fault
54.78,3.51,0.81,1126,Fault
49.75,3.56,3.89,1556,Fault
65.57,2.52,0.84,971,Fault
59.67,1.97,4.29,1000,Fault
42.34,0.27,3.38,1208,Fault
65.15,2.44,1.35,1276,Fault
52.91,3.08,3.86,989,Fault
37.69,3.23,1.69,1208,Fault
63.38,2.59,1.6,1783,Fault
42.52,3.73,3.25,1315,Fault
60.94,1.05,3.43,1095,Fault
35.66,3.13,0.93,1236,Fault
71.71,3.37,1.29,811,Fault
47.37,0.32,2.18,1463,Warning
63.99,3.41,3.77,1143,Fault
65.03,1.43,4.18,1117,Fault
60.57,2.31,0.83,1052,Fault
57.72,0.32,1.07,1332,Warning
61.84,0.99,2.95,1683,Fault
62.55,0.67,1.52,1456,Fault
62.96,0.88,3.46,915,Fault
40.05,3.47,1.62,951,Fault
39.57,2.64,1.38,1226,Fault
54.26,0.74,2.8,1336,Warning
65.21,2.83,0.81,1001,Fault
78.05,0.52,3.81,1446,Fault
35.91,3.56,0.6,1019,Fault
44.51,0.45,3.7,901,Fault
26.01,2.85,3.2,852,Fault
32.87,1.83,0.9,1064,Warning
48.75,2.41,2.73,851,Warning
49.11,0.36,2.75,1673,Warning
43.8,1.94,1.97,847,Warning
50.52,3.52,2.98,1361,Fault
30.86,0.22,3.39,1024,Fault
59.18,2.75,2.2,863,Fault
76.71,3.09,0.51,1228,Fault
75.27,2.89,1.83,1528,Fault
70.31,3.52,0.81,1604,Fault
74.73,3.09,0.7,1773,Fault
27.92,2.92,3.6,1548,Fault
69.04,0.55,2.03,1044,Fault
53.94,0.84,4.1,1449,Fault
57.2,3.64,3.88,812,Fault
26.26,3.59,0.79,1760,Fault
78.06,2.59,3.75,1185,Fault
53.85,3.76,2.23,833,Fault
59.2,3.32,1.67,1434,Fault
37.1,1.88,1.77,952,Warning
60.26,3.86,2.19,1593,Fault
78.94,3.99,4.22,1546,Fault
78.9,2.45,1.29,1145,Fault
62.12,3.56,1.34,890,Fault
56.93,3.52,1.6,1780,Fault
56.32,2.67,1.94,945,Fault
30.44,2.4,3.48,1177,Fault
61.36,3.71,2.47,1026,Fault
67.38,3.2,0.7,1567,Fault
25.36,3.3,3.62,1415,Fault
68.49,1.69,3.97,1249,Fault
38.79,3.31,1.48,1469,Fault
45.86,4.0,0.62,1465,Fault
69.73,3.65,1.28,1785,Fault
29.95,2.25,1.06,1454,Warning
51.53,1.72,2.51,1311,Warning
33.37,3.46,2.87,1706,Fault
59.38,0.51,4.15,1692,Fault
76.87,1.41,4.48,855,Fault
55.5,1.41,3.96,924,Fault
37.47,2.6,2.57,1144,Fault
74.33,2.35,4.09,1288,Fault
72.64,2.95,4.29,946,Fault
57.94,0.38,0.89,1401,Warning
42.92,1.67,1.14,1615,Warning
49.56,1.05,3.59,1432,Fault
29.69,3.42,0.53,978,Fault
61.45,0.77,4.29,1339,Fault
56.32,0.84,4.05,906,Fault
57.64,0.67,2.0,1540,Warning
50.97,2.8,3.39,1515,Fault
49.67,2.35,3.77,897,Fault
69.63,2.63,2.6,1381,Fault
34.44,1.15,1.84,1712,Warning
61.23,2.24,1.84,1547,Fault
53.46,2.74,3.72,1025,Fault
52.91,0.19,1.03,1510,Warning
26.09,3.1,3.52,902,Fault
39.95,3.18,3.4,1268,Fault
26.48,1.97,1.75,1493,Warning
65.85,3.93,0.62,1271,Fault
41.88,0.34,3.06,952,Fault
67.29,2.53,2.75,910,Fault
54.87,1.29,3.77,1138,Fault
28.05,3.76,0.52,805,Fault
54.84,0.22,1.45,1781,Warning
76.45,3.07,2.77,957,Fault
47.81,2.44,0.95,897,Warning
76.3,3.08,0.69,915,Fault
66.2,2.46,4.45,1348,Fault
69.79,2.66,4.13,1792,Fault
44.53,2.08,2.43,1510,Warning
59.83,3.63,3.83,1506,Fault
74.39,3.77,4.0,1159,Fault
40.19,3.08,1.36,1746,Fault
45.36,1.04,0.71,1692,Warning
26.42,1.28,1.16,881,Warning
57.68,3.41,3.9,1102,Fault
65.18,1.35,1.36,1073,Fault
53.47,1.22,1.22,1137,Warning
30.34,0.95,2.59,1213,Warning
33.53,1.95,3.68,807,Fault
33.3,2.92,3.42,1021,Fault
31.06,0.72,1.62,1597,Healthy
74.12,1.34,1.66,1708,Fault
