Temperature,Vibration,Current,RPM,Status
43.27,1.06,2.66,886,Warning
61.38,2.6,2.21,1394,Fault
53.12,0.74,3.71,1446,Fault
50.07,0.91,0.78,1558,Warning
61.44,2.0,1.04,1190,Fault
69.29,3.45,2.43,1625,Fault
36.98,1.3,3.22,1248,Fault
68.24,1.56,2.26,1141,Fault
33.56,1.59,3.17,881,Fault
31.7,3.14,2.26,1760,Fault
60.24,0.23,2.55,1156,Fault
73.19,0.52,2.3,1538,Fault
76.75,0.35,1.01,1590,Fault
34.75,3.05,1.45,1515,Fault
28.69,3.24,1.29,1232,Fault
53.88,0.73,4.23,1371,Fault
63.37,2.68,1.27,1261,Fault
53.04,1.05,2.06,865,Warning
76.0,0.56,1.56,1581,Fault
26.03,1.44,2.82,1072,Warning
71.5,1.03,1.04,1220,Fault
52.72,0.44,1.31,1100,Warning
49.87,2.88,2.98,936,Fault
26.16,2.84,3.51,1187,Fault
54.84,2.09,2.39,1520,Warning
37.19,0.81,2.37,1188,Warning
69.97,0.89,1.7,1517,Fault
26.64,2.71,4.01,1123,Fault
69.36,1.7,3.49,1108,Fault
27.45,1.6,2.12,1438,Warning
41.88,2.24,2.59,1554,Warning
69.05,2.87,4.24,1674,Fault
64.63,1.91,4.09,1444,Fault
48.66,3.04,4.38,1098,Fault
43.53,2.45,3.98,1594,Fault
54.82,3.15,0.73,902,Fault
53.07,0.89,1.96,1232,Warning
56.26,0.25,1.42,1105,Warning
44.39,1.16,4.39,1701,Fault
31.74,0.52,1.77,1296,Healthy
73.81,3.96,2.87,1070,Fault
69.19,2.11,3.36,1034,Fault
27.44,0.14,0.88,1351,Healthy
71.87,0.26,0.52,960,Fault
60.58,0.75,1.76,1545,Fault
61.03,2.6,3.12,1405,Fault
75.81,1.4,0.83,821,Fault
46.13,2.76,2.82,1779,Fault
27.85,2.03,0.66,1674,Warning
32.41,3.36,2.85,1558,Fault
61.63,2.8,3.82,1181,Fault
67.45,1.83,2.83,1141,Fault
33.0,2.68,1.64,836,Fault
34.69,3.81,3.83,1589,Fault
78.2,0.83,1.58,962,Fault
55.28,3.49,1.38,1750,Fault
73.81,2.34,4.35,1756,Fault
27.87,2.5,1.51,1383,Fault
49.89,0.44,1.11,1595,Warning
26.02,0.81,4.37,1095,Fault
56.98,1.65,2.16,1085,Warning
76.5,1.82,0.64,1607,Fault
35.84,2.7,3.46,1350,Fault
59.5,1.81,3.19,1524,Fault
61.95,0.7,0.93,1466,Fault
67.3,3.09,1.61,1010,Fault
78.47,0.3,4.44,1706,Fault
42.37,0.65,2.96,1567,Warning
42.92,0.93,3.36,1665,Fault
76.06,0.78,4.11,1532,Fault
74.56,2.06,3.67,1062,Fault
72.71,1.28,4.43,1328,Fault
35.86,1.68,1.59,1027,Warning
26.88,0.68,4.1,931,Fault
63.86,0.79,3.32,1583,Fault
74.45,0.36,4.02,1236,Fault
30.39,3.68,0.7,1374,Fault
28.37,0.26,0.55,1011,Healthy
50.6,1.45,4.48,1707,Fault
60.06,2.15,2.36,1510,Fault
39.22,1.01,1.72,914,Warning
53.66,1.78,3.67,1753,Fault
50.01,1.67,3.77,1613,Fault
79.96,0.68,1.2,1126,Fault
46.22,1.26,1.23,1778,Warning
36.35,1.79,3.0,1173,Fault
61.41,0.66,2.22,1234,Fault
52.94,0.65,2.34,1028,Warning
78.4,1.06,1.86,1031,Fault
67.06,3.88,2.25,1352,Fault
58.28,1.07,2.21,1377,Warning
40.77,0.89,4.27,1010,Fault
70.27,1.68,1.79,876,Fault
66.35,1.02,1.78,1607,Fault
44.73,0.95,3.72,1338,Fault
71.5,0.34,1.47,1712,Fault
58.09,0.69,0.76,1375,Warning
66.63,1.08,0.56,875,Fault
51.3,0.24,0.71,1354,Warning
50.4,1.38,0.95,1050,Warning
45.78,0.93,3.16,1716,Fault
41.63,0.67,3.14,1772,Fault
25.14,2.39,4.03,867,Fault
29.14,1.19,1.06,1609,Warning
52.99,2.21,2.16,1423,Warning
79.4,3.14,2.5,1155,Fault
32.36,3.22,4.02,1205,Fault
49.9,1.89,2.83,1722,Warning
67.15,0.36,4.33,1128,Fault
73.56,0.25,1.59,1378,Fault
55.55,0.73,0.66,875,Warning
69.21,1.12,4.11,1228,Fault
72.77,3.09,2.78,1687,Fault
53.6,1.66,2.35,1760,Warning
72.22,2.77,3.93,1108,Fault
35.87,0.39,1.12,1035,Healthy
30.25,0.34,0.66,1721,Healthy
52.51,2.67,2.31,804,Fault
27.01,2.46,1.76,862,Warning
25.69,3.7,2.14,806,Fault
78.77,3.77,1.71,1320,Fault
32.46,2.09,1.76,922,Warning
30.43,2.91,1.69,1028,Fault
49.22,1.27,3.71,1271,Fault
38.58,3.14,4.0,1375,Fault
76.04,1.75,2.49,1793,Fault
57.51,2.12,3.11,1625,Fault
62.12,3.57,2.77,1321,Fault
61.15,1.15,4.22,1259,Fault
41.04,2.21,4.27,1084,Fault
58.47,3.33,1.25,972,Fault
53.82,0.46,2.08,905,Warning
60.48,3.52,4.0,1514,Fault
31.85,1.42,3.97,1053,Fault
53.45,3.22,1.22,854,Fault
56.18,0.2,2.66,1008,Warning
68.81,0.58,3.04,1042,Fault
34.31,3.71,4.46,815,Fault
53.01,2.61,3.56,1125,Fault
37.56,0.47,2.24,1060,Warning
52.49,2.78,2.21,1612,Fault
76.71,3.09,3.42,1036,Fault
79.61,2.18,0.73,1734,Fault
57.5,2.63,2.0,1630,Fault
39.47,3.25,4.16,1129,Fault
38.35,0.28,2.9,826,Warning
74.98,3.77,3.76,1100,Fault
39.51,1.58,0.51,840,Warning
63.61,0.65,2.64,877,Fault
57.5,1.07,3.86,989,Fault
53.8,2.15,0.99,852,Warning
30.97,0.82,3.26,1440,Fault
41.33,3.68,0.94,939,Fault
68.39,0.13,0.56,1381,Fault
70.23,3.52,2.04,1162,Fault
50.96,2.36,4.05,1646,Fault
41.73,3.56,0.64,1697,Fault
63.63,1.2,2.63,1540,Fault
57.93,1.77,2.06,811,Warning
31.67,2.81,3.02,1614,Fault
63.35,3.73,0.78,1391,Fault
47.05,0.63,2.45,1158,Warning
52.07,3.87,2.74,1409,Fault
57.49,1.6,3.51,1610,Fault
34.06,1.44,3.18,1100,Fault
58.08,3.83,2.93,1064,Fault
67.99,1.64,0.52,838,Fault
72.08,1.04,4.0,1619,Fault
71.81,0.13,4.02,1549,Fault
70.36,2.35,1.35,1273,Fault
35.56,3.44,0.98,1312,Fault
57.12,1.54,2.93,1062,Warning
69.25,1.44,2.35,1453,Fault
50.15,0.36,3.69,1382,Fault
52.96,0.12,3.52,1237,Fault
59.53,3.36,1.26,1171,Fault
61.51,3.47,0.7,831,Fault
73.82,2.14,3.36,1227,Fault
54.04,2.15,4.07,827,Fault
48.85,3.56,3.86,892,Fault
72.04,1.93,1.37,878,Fault
59.83,2.21,2.98,1281,Warning
79.11,2.91,2.86,1598,Fault
70.11,3.95,2.44,1654,Fault
54.36,3.63,2.96,1349,Fault
35.56,3.07,4.0,1162,Fault
45.22,2.32,3.01,969,Fault
53.17,3.08,0.83,1618,Fault
29.9,3.51,0.89,842,Fault
68.93,1.34,3.6,1393,Fault
72.66,0.65,4.46,1472,Fault
51.25,1.31,4.15,1251,Fault
56.56,2.66,2.22,1138,Fault
67.5,2.41,3.22,1421,Fault
26.14,0.18,2.27,1079,Warning
34.66,3.85,1.67,872,Fault
56.21,0.52,1.81,1037,Warning
45.9,0.3,1.33,975,Warning
35.85,1.37,4.24,939,Fault
54.31,3.1,2.4,1344,Fault
31.8,2.6,0.91,830,Fault
41.13,3.21,3.99,1159,Fault
29.65,1.93,2.23,1526,Warning
27.68,2.41,1.56,804,Warning
64.72,0.48,3.55,1704,Fault
46.1,3.28,4.42,1463,Fault
41.83,1.2,3.32,1788,Fault
46.37,1.8,3.83,877,Fault
33.13,1.68,1.32,868,Warning
63.86,1.63,3.97,1275,Fault
46.28,1.49,3.09,822,Fault
58.15,3.52,1.48,1254,Fault
75.55,0.2,1.63,1473,Fault
66.91,0.94,0.82,897,Fault
27.11,0.2,3.32,840,Fault
56.35,1.51,0.5,1091,Warning
40.89,3.53,0.71,1071,Fault
38.74,3.67,0.61,811,Fault
42.71,3.95,0.81,1226,Fault
38.97,2.7,3.66,1531,Fault
42.71,1.35,3.66,1663,Fault
72.03,2.14,4.27,1620,Fault
75.2,2.53,2.26,1332,Fault
27.73,3.46,4.5,1628,Fault
51.17,1.25,2.96,1690,Warning
76.88,3.45,4.04,833,Fault
56.43,3.15,3.76,953,Fault
47.49,3.81,4.5,1626,Fault
30.86,1.34,2.64,1250,Warning
25.23,2.33,2.12,1390,Warning
52.4,2.53,2.68,928,Fault
44.23,2.28,4.43,1621,Fault
45.75,1.2,0.64,1130,Warning
56.32,1.22,3.71,1667,Fault
55.37,2.79,0.96,1800,Fault
59.94,3.09,3.76,1188,Fault
34.75,2.75,3.41,1577,Fault
55.52,0.86,3.54,846,Fault
47.25,2.69,2.16,1096,Fault
36.07,0.91,2.71,951,Warning
79.39,2.58,3.13,1592,Fault
75.31,0.43,0.72,1441,Fault
64.52,0.87,3.71,1138,Fault
52.24,0.31,1.63,1372,Warning
37.57,3.16,2.99,1518,Fault
67.03,0.53,3.39,1793,Fault
43.92,1.28,2.27,1665,Warning
68.0,0.14,0.96,881,Fault
72.84,1.11,4.22,1488,Fault
66.86,0.88,3.4,920,Fault
48.82,1.43,4.46,1481,Fault
78.77,1.16,3.49,933,Fault
52.46,1.19,0.96,1218,Warning
28.7,1.6,2.94,1530,Warning
63.81,2.24,2.4,1543,Fault
46.49,1.87,3.36,1073,Fault
78.07,3.76,1.72,1025,Fault
54.61,1.68,2.88,1391,Warning
63.21,3.49,3.56,1188,Fault
37.83,0.76,3.39,1255,Fault
25.86,3.86,0.51,1396,Fault
59.57,0.74,4.2,1607,Fault
48.06,0.28,1.52,1450,Warning
79.05,2.51,2.53,1163,Fault
48.63,0.53,3.17,1060,Fault
53.49,2.8,4.0,1420,Fault
27.77,2.39,4.05,1149,Fault
39.63,3.62,1.46,1059,Fault
29.26,0.63,2.39,1564,Warning
75.89,1.94,0.55,969,Fault
64.86,2.79,3.01,1075,Fault
72.34,3.79,1.3,1414,Fault
55.55,2.33,4.2,1518,Fault
35.47,0.85,0.97,1152,Healthy
52.55,3.47,2.34,1263,Fault
46.69,0.39,2.82,955,Warning
27.16,4.0,3.03,1247,Fault
69.22,1.86,2.46,938,Fault
53.79,0.33,3.07,1439,Fault
74.84,0.34,3.8,1313,Fault
76.27,2.87,3.97,1002,Fault
37.41,1.58,3.35,1258,Fault
47.3,3.6,2.74,1684,Fault
51.99,2.51,0.75,1354,Fault
78.63,0.29,3.86,980,Fault
27.24,2.38,2.14,1043,Warning
77.24,1.22,3.51,851,Fault
25.21,1.48,4.46,1672,Fault
41.95,3.11,0.79,1455,Fault
73.81,2.75,4.15,1353,Fault
78.56,2.13,1.88,1754,Fault
67.81,2.15,1.57,1187,Fault
63.31,0.94,3.95,1371,Fault
73.91,1.17,2.39,1632,Fault
57.58,0.62,4.26,837,Fault
39.27,1.66,1.28,1190,Warning
53.06,2.48,1.84,920,Warning
78.46,2.53,3.62,1215,Fault
57.12,3.23,2.5,861,Fault
40.82,1.88,2.4,864,Warning
74.31,0.56,2.81,1073,Fault
30.29,2.08,4.17,1353,Fault
76.96,3.52,4.32,899,Fault
66.82,2.16,2.91,1467,Fault
44.48,3.44,1.54,1236,Fault
26.87,3.17,1.08,1000,Fault
68.84,3.84,3.1,1536,Fault
66.2,0.75,3.14,1511,Fault
27.45,2.73,1.13,1449,Fault
40.56,1.15,3.04,1503,Fault
60.27,2.25,2.79,1624,Fault
45.74,3.94,3.79,1142,Fault
71.74,0.33,2.05,1215,Fault
38.65,2.45,0.82,1730,Warning
52.63,0.62,3.58,1097,Fault
39.72,2.98,2.49,1647,Fault
30.97,1.34,1.97,1248,Warning
62.48,0.18,4.11,1727,Fault
36.15,2.81,2.24,1518,Fault
56.68,0.15,0.64,1095,Warning
29.05,3.6,1.64,1774,Fault
44.23,1.42,0.57,1101,Warning
60.27,3.8,1.43,1291,Fault
55.45,1.75,3.79,1486,Fault
65.94,1.0,2.2,1680,Fault
60.98,2.55,2.81,832,Fault
34.83,2.98,1.55,1666,Fault
64.26,0.51,2.14,1402,Fault
66.2,2.69,1.9,857,Fault
70.31,2.21,3.03,1276,Fault
38.06,0.33,0.84,1069,Healthy
45.32,1.29,2.85,1153,Warning
71.41,2.23,1.84,1288,Fault
73.86,3.49,3.78,896,Fault
31.31,2.19,1.05,924,Warning
34.4,3.54,2.38,826,Fault
37.78,2.77,2.63,1285,Fault
58.08,1.49,0.76,1542,Warning
52.41,3.2,3.77,1512,Fault
68.94,1.32,3.57,1746,Fault
37.14,1.81,2.87,1697,Warning
55.56,3.6,1.85,1123,Fault
32.4,1.99,0.67,1771,Warning
52.76,1.08,1.08,1133,Warning
49.77,2.66,1.58,1424,Fault
49.09,0.52,4.26,1793,Fault
74.73,0.33,3.4,1312,Fault
52.82,0.81,0.76,1575,Warning
77.87,2.0,4.13,1105,Fault
51.14,2.55,0.61,1109,Fault
29.62,2.69,2.05,1264,Fault
76.8,2.67,3.42,1149,Fault
52.72,1.22,2.47,1402,Warning
58.52,3.17,1.42,939,Fault
68.18,1.21,3.13,1394,Fault
78.89,3.68,4.05,1457,Fault
57.29,2.04,0.85,1395,Warning
39.09,1.51,3.05,1522,Fault
25.66,2.06,0.88,1672,Warning
40.87,1.16,0.85,832,Warning
66.77,0.96,1.42,1750,Fault
30.2,3.15,2.61,802,Fault
32.41,1.73,0.97,1363,Warning
40.98,2.15,0.78,935,Warning
78.89,1.43,1.82,1711,Fault
58.88,2.97,1.28,1127,Fault
34.31,2.43,1.61,1785,Warning
69.23,1.52,3.89,857,Fault
44.33,1.35,1.74,1615,Warning
79.92,3.69,2.59,1617,Fault
69.77,2.16,4.49,1432,Fault
38.27,1.02,1.66,1068,Warning
71.26,1.35,1.13,999,Fault
47.04,1.61,1.06,1032,Warning
68.96,0.38,0.82,821,Fault
35.42,3.69,2.28,1436,Fault
74.61,3.81,3.84,1675,Fault
71.3,1.47,3.28,1214,Fault
56.89,0.15,0.52,814,Warning
69.62,1.03,3.8,1735,Fault
78.28,0.6,3.14,1201,Fault
41.85,1.78,3.84,1791,Fault
52.98,2.13,2.71,1530,Warning
75.87,1.07,4.5,1714,Fault
75.48,3.43,4.4,1168,Fault
72.71,1.97,3.68,1162,Fault
29.6,1.14,1.71,1800,Warning
63.45,1.65,1.73,1070,Fault
44.01,1.78,0.72,1250,Warning
50.8,0.36,4.27,1160,Fault
69.4,1.76,1.99,1283,Fault
77.63,2.99,0.99,1179,Fault
56.57,3.14,1.16,1299,Fault
40.47,1.51,4.36,1731,Fault
31.47,0.43,1.73,910,Healthy
78.84,2.07,3.78,1156,Fault
35.04,3.45,0.98,1535,Fault
71.35,0.72,2.6,1056,Fault
40.07,2.62,3.95,851,Fault
48.93,1.04,0.99,1356,Warning
63.23,0.36,0.58,1401,Fault
46.61,3.26,4.24,808,Fault
33.58,0.95,3.57,1324,Fault
35.05,2.78,2.26,1089,Fault
52.64,2.75,2.82,1695,Fault
28.91,3.09,1.51,1181,Fault
67.1,0.88,3.16,995,Fault
70.11,2.45,2.19,1548,Fault
40.54,2.13,3.92,1292,Fault
50.24,2.62,0.99,1115,Fault
44.38,1.8,3.32,1247,Fault
54.08,0.79,3.73,1358,Fault
79.75,1.75,2.79,1499,Fault
60.37,3.32,4.26,1017,Fault
50.69,0.99,4.49,1141,Fault
57.55,2.35,2.03,1626,Warning
57.73,1.76,4.4,979,Fault
33.59,2.76,4.36,1744,Fault
46.02,3.37,2.85,958,Fault
44.2,2.55,1.16,1471,Fault
40.1,1.77,2.99,1733,Warning
38.12,1.72,3.52,1513,Fault
34.64,3.6,2.19,944,Fault
45.82,1.46,4.45,1798,Fault
46.33,3.3,2.81,980,Fault
28.11,1.63,2.27,1242,Warning
38.35,3.11,4.25,907,Fault
47.79,3.9,2.42,1700,Fault
26.42,2.83,1.67,1538,Fault
65.06,3.76,4.44,1083,Fault
78.17,3.03,4.43,1015,Fault
58.07,0.57,2.93,1532,Warning
61.8,2.45,3.26,1326,Fault
26.54,2.86,1.2,1129,Fault
61.73,0.57,4.41,823,Fault
28.36,3.46,3.71,862,Fault
62.59,0.33,2.27,1099,Fault
40.39,2.17,1.1,1262,Warning
52.13,1.37,3.87,802,Fault
44.11,2.08,0.69,965,Warning
78.99,0.88,2.69,885,Fault
53.38,1.94,0.55,1236,Warning
76.45,1.64,1.37,1562,Fault
38.73,2.27,4.3,853,Fault
63.44,2.16,0.86,1312,Fault
54.02,2.2,0.55,1109,Warning
56.16,1.13,4.18,1738,Fault
40.46,2.84,1.0,974,Fault
36.99,1.04,1.43,1203,Warning
59.42,1.52,0.98,1243,Warning
33.29,0.82,0.73,1607,Healthy
50.01,0.78,3.81,930,Fault
62.83,2.4,0.86,1153,Fault
47.39,1.96,2.51,1691,Warning
30.03,3.25,1.48,1230,Fault
57.2,3.99,0.59,1637,Fault
59.23,2.67,1.88,1444,Fault
61.26,2.61,0.53,946,Fault
40.92,2.97,2.4,1469,Fault
57.36,0.54,1.5,1602,Warning
69.39,3.96,2.58,1006,Fault
64.37,0.26,4.35,836,Fault
38.23,0.32,3.55,1739,Fault
78.66,0.7,1.89,1074,Fault
43.76,1.98,1.11,1315,Warning
55.98,1.98,2.69,875,Warning
49.69,1.04,1.61,1055,Warning
44.09,0.52,0.77,867,Healthy
55.48,3.76,3.92,1700,Fault
62.39,2.35,1.06,1457,Fault
63.6,2.58,2.36,1775,Fault
52.64,3.31,2.59,832,Fault
76.15,1.03,0.62,1077,Fault
57.6,2.29,2.01,1217,Warning
64.92,0.93,2.37,1129,Fault
59.09,3.57,3.5,1434,Fault
63.67,0.43,1.2,913,Fault
36.34,2.56,1.02,1075,Fault
37.58,0.17,1.92,1277,Healthy
27.8,3.02,1.23,1583,Fault
50.87,2.89,2.53,1585,Fault
66.47,2.07,0.78,1791,Fault
29.69,2.57,2.97,1606,Fault
59.17,3.94,2.19,1234,Fault
56.37,2.39,1.39,1288,Warning
74.48,1.79,2.1,1319,Fault
38.47,3.6,3.38,1673,Fault
30.17,2.85,1.04,1590,Fault
40.48,3.58,1.6,1077,Fault
43.41,3.32,4.11,1415,Fault
57.48,1.63,3.5,1260,Fault
55.1,2.64,1.93,1045,Fault
30.23,0.9,2.39,1005,Warning
42.37,3.56,4.2,811,Fault
77.77,1.48,3.09,1388,Fault
75.24,3.9,1.41,1749,Fault
75.23,2.21,3.43,993,Fault
78.27,1.9,3.35,1318,Fault
77.25,2.08,2.66,1513,Fault
62.52,2.11,1.8,1076,Fault
40.57,1.42,3.74,1633,Fault
49.15,0.17,3.52,1775,Fault
42.56,1.25,1.45,1655,Warning
65.52,3.41,2.74,1359,Fault
60.86,2.58,3.14,1284,Fault
50.44,0.45,3.17,1065,Fault
56.71,0.88,2.87,804,Warning
67.7,2.46,2.85,819,Fault
59.22,2.02,1.33,1697,Warning
39.41,1.68,2.59,947,Warning
64.45,2.02,1.74,1508,Fault
75.07,1.81,1.08,1681,Fault
44.8,1.18,2.26,893,Warning
61.99,2.79,3.05,1137,Fault
47.44,2.04,1.08,1059,Warning
71.78,1.12,2.04,1277,Fault
48.98,0.87,2.16,1051,Warning
73.02,3.0,3.28,1704,Fault
35.76,3.77,3.81,843,Fault
41.19,1.15,3.9,962,Fault
44.83,0.95,4.09,1296,Fault
49.33,0.99,2.54,1115,Warning
51.65,0.5,1.53,1800,Warning
69.63,2.98,1.04,1514,Fault
30.95,0.27,1.82,815,Healthy
30.23,2.94,2.35,1504,Fault
46.23,3.66,0.63,1363,Fault
68.42,2.19,1.73,1034,Fault
52.39,1.1,1.56,905,Warning
74.95,2.61,0.62,1651,Fault
77.31,0.23,4.23,888,Fault
62.86,3.97,3.85,1333,Fault
40.53,2.01,3.13,828,Fault
66.6,2.72,4.39,867,Fault
51.04,1.69,1.47,1429,Warning
58.56,0.81,2.5,940,Warning
62.82,3.06,2.93,1564,Fault
69.25,2.62,3.03,886,Fault
64.17,2.49,3.87,911,Fault
44.19,0.4,4.15,953,Fault
29.07,2.85,2.27,1584,Fault
64.3,2.81,3.82,1718,Fault
48.41,1.28,2.06,1642,Warning
68.75,0.41,1.99,1176,Fault
26.42,0.39,2.2,1742,Warning
49.21,1.66,0.76,937,Warning
77.52,1.25,1.92,1732,Fault
77.69,2.94,3.11,1035,Fault
74.45,2.56,3.28,1444,Fault
57.37,1.73,2.78,1258,Warning
46.0,2.47,1.67,1102,Warning
28.22,1.92,4.36,1714,Fault
27.15,2.42,4.18,1441,Fault
44.17,0.4,2.31,976,Warning
45.66,2.75,3.61,1498,Fault
34.85,3.77,1.16,1018,Fault
78.43,1.27,0.79,1246,Fault
52.9,1.37,1.2,1507,Warning
72.32,1.07,3.13,1499,Fault
76.96,3.99,1.36,1642,Fault
49.65,2.59,1.05,1007,Fault
36.37,0.15,1.97,1206,Healthy
44.89,2.74,0.57,1253,Fault
70.91,1.26,3.45,1524,Fault
47.83,3.77,1.54,1323,Fault
40.84,2.29,2.74,1096,Warning
27.77,3.69,4.0,1798,Fault
26.72,0.12,1.16,853,Healthy
76.89,2.03,3.58,870,Fault
68.35,1.52,2.68,1144,Fault
46.69,2.01,2.0,1506,Warning
42.43,0.49,0.56,988,Healthy
56.32,2.36,3.63,1243,Fault
39.98,0.22,0.84,1651,Healthy
53.49,2.83,3.1,1238,Fault
29.18,1.02,1.12,1418,Warning
66.2,2.56,1.64,1015,Fault
38.45,3.37,3.55,1229,Fault
75.04,0.61,4.03,1757,Fault
27.59,1.0,2.66,1553,Warning
78.98,0.47,0.66,979,Fault
38.95,3.32,3.41,1789,Fault
71.98,3.73,4.32,1387,Fault
49.43,2.97,1.35,856,Fault
63.08,0.92,0.79,1164,Fault
45.73,3.96,4.36,1411,Fault
55.22,2.22,1.29,1107,Warning
60.31,1.63,1.51,971,Fault
32.04,1.02,3.25,1505,Fault
26.73,0.34,2.63,1284,Warning
54.99,0.88,2.73,1106,Warning
36.01,3.9,3.82,1606,Fault
71.84,3.32,4.42,1004,Fault
74.02,2.11,1.11,970,Fault
51.66,1.69,1.53,1669,Warning
46.11,3.48,1.89,1548,Fault
27.01,2.98,3.74,1362,Fault
34.17,0.54,2.15,1519,Warning
79.44,1.55,3.12,1698,Fault
33.6,0.89,4.05,1448,Fault
71.83,0.63,2.27,1236,Fault
44.76,3.49,3.14,906,Fault
38.12,3.16,2.74,801,Fault
46.99,0.88,1.6,1308,Warning
78.73,2.69,2.5,1019,Fault
54.71,3.8,3.24,1245,Fault
26.42,2.31,0.87,1520,Warning
33.67,3.69,2.52,1174,Fault
38.07,3.57,2.75,1060,Fault
62.99,1.69,3.38,1174,Fault
27.86,3.61,2.01,1675,Fault
60.08,3.25,1.76,1291,Fault
29.69,1.86,3.13,886,Fault
43.81,1.73,1.86,1744,Warning
55.25,1.57,1.35,1580,Warning
50.01,3.52,0.99,1519,Fault
32.67,3.49,2.25,827,Fault
55.42,3.92,2.48,1193,Fault
64.09,3.08,1.06,1129,Fault
54.01,3.74,2.26,1236,Fault
44.49,3.88,0.86,1761,Fault
26.75,2.84,0.55,1283,Fault
48.68,3.9,1.4,1538,Fault
36.97,3.03,4.33,815,Fault
54.61,3.43,1.9,888,Fault
26.85,3.56,2.26,1704,Fault
37.79,1.73,2.63,1167,Warning
44.87,1.13,4.2,917,Fault
71.61,1.47,2.86,1117,Fault
69.17,3.59,2.06,989,Fault
79.96,1.27,1.47,1135,Fault
25.16,2.41,3.69,1587,Fault
62.49,0.3,3.78,1479,Fault
44.83,2.31,1.98,1150,Warning
52.1,1.34,0.8,1193,Warning
31.09,1.35,1.44,1016,Warning
64.68,0.72,1.97,1765,Fault
50.59,1.95,3.81,1353,Fault
43.86,3.91,1.89,1159,Fault
49.22,1.88,4.06,1747,Fault
76.62,3.41,2.44,1426,Fault
68.45,3.34,3.55,1507,Fault
73.64,0.17,2.27,979,Fault
69.13,3.77,3.03,1573,Fault
42.59,1.95,0.51,1522,Warning
52.47,3.38,3.72,1527,Fault
71.63,1.89,0.53,1511,Fault
26.68,3.16,0.78,820,Fault
38.68,1.67,3.89,1581,Fault
39.87,2.06,2.19,1224,Warning
26.33,2.19,1.68,1591,Warning
43.12,3.8,0.97,1506,Fault
34.94,3.96,2.57,1662,Fault
53.72,3.43,2.05,1385,Fault
70.43,0.83,3.64,1586,Fault
25.86,2.57,4.34,1384,Fault
66.74,2.79,2.06,989,Fault
58.7,1.02,1.04,1206,Warning
36.89,1.37,2.83,1366,Warning
75.61,1.18,3.67,1082,Fault
67.84,3.18,3.8,1666,Fault
76.09,3.04,3.11,814,Fault
43.92,2.22,0.83,1269,Warning
37.65,1.87,4.48,1237,Fault
60.61,0.17,2.5,1072,Fault
56.71,2.57,1.75,1529,Fault
67.95,3.36,1.85,841,Fault
57.43,3.05,2.32,1216,Fault
28.91,2.84,3.5,1462,Fault
71.78,2.35,1.73,914,Fault
28.98,3.32,3.89,1146,Fault
27.98,1.12,3.54,993,Fault
50.41,2.66,1.23,818,Fault
72.28,2.77,2.07,1101,Fault
72.67,3.15,4.49,1060,Fault
79.93,1.27,3.2,1295,Fault
64.44,3.45,1.53,1655,Fault
43.56,3.85,3.38,1418,Fault
47.7,2.55,2.03,1333,Fault
65.99,2.35,0.52,1522,Fault
33.9,1.11,4.14,1736,Fault
31.78,3.45,1.16,1144,Fault
65.34,1.77,2.53,1330,Fault
61.51,1.04,0.63,1708,Fault
75.14,2.74,0.91,1378,Fault
44.02,1.17,1.82,847,Warning
40.9,2.36,1.17,1200,Warning
58.18,1.84,3.49,1132,Fault
33.04,1.94,3.13,839,Fault
74.93,3.16,3.48,1655,Fault
60.19,1.14,4.25,1769,Fault
66.01,1.09,3.34,1318,Fault
48.1,3.98,2.63,1669,Fault
70.05,3.18,1.62,1189,Fault
37.35,2.69,3.9,1315,Fault
64.39,0.49,3.07,1736,Fault
43.77,0.72,2.63,1558,Warning
44.07,1.86,4.27,1017,Fault
78.67,2.08,3.15,1668,Fault
67.24,0.6,3.34,1348,Fault
62.09,1.27,2.21,1750,Fault
28.34,0.53,3.29,1461,Fault
40.59,2.16,3.34,1419,Fault
50.9,0.93,2.33,1764,Warning
29.89,0.88,1.5,1084,Healthy
62.04,3.83,3.98,1699,Fault
67.03,1.18,4.31,1326,Fault
75.83,2.36,3.12,1121,Fault
42.93,1.04,0.74,1307,Warning
41.62,2.37,1.66,1259,Warning
47.71,2.71,3.35,942,Fault
51.46,3.57,2.76,1002,Fault
54.27,2.6,1.63,1051,Fault
29.23,1.07,4.42,1242,Fault
75.76,2.87,2.2,809,Fault
72.15,2.9,2.59,1270,Fault
55.11,0.43,2.57,1324,Warning
57.73,2.3,3.43,1298,Fault
66.07,1.64,2.94,1392,Fault
27.25,1.74,3.46,1691,Fault
66.96,3.25,1.19,1599,Fault
36.74,3.08,2.92,1116,Fault
62.27,0.8,2.56,974,Fault
51.25,1.8,2.47,835,Warning
38.52,2.16,1.09,1306,Warning
79.6,0.75,1.43,1403,Fault
45.33,3.58,3.8,1732,Fault
29.62,0.3,1.27,1466,Healthy
59.98,1.71,3.42,1060,Fault
56.59,3.48,2.18,1765,Fault
69.16,1.14,4.31,1383,Fault
25.71,2.94,1.98,1594,Fault
28.88,3.16,4.43,1447,Fault
76.36,0.94,2.05,918,Fault
35.08,1.79,4.48,1481,Fault
55.75,1.4,1.11,1098,Warning
52.91,2.06,1.52,888,Warning
62.77,0.58,2.65,1297,Fault
65.33,0.27,1.09,1630,Fault
63.88,3.56,1.8,1720,Fault
54.81,1.06,0.6,1645,Warning
63.0,3.59,2.8,1349,Fault
